Team 1,Team 2,Pitch,Runs Left,Balls Left,Wickets Remaining,Total Runs Scored,Current Run Rate,Required Run Rate,Winner
England,Afghanistan,3,70,38,7,191,8.926829268,11.05263158,0
West Indies,India,3,65,51,5,173,9.47826087,7.647058824,0
West Indies,India,3,179,92,8,217,8.357142857,11.67391304,0
Sri Lanka,Australia,3,160,90,9,186,5.4,10.66666667,0
West Indies,England,2,78,89,10,158,15.67741935,5.258426966,1
India,England,2,57,29,7,156,6.593406593,11.79310345,0
Afghanistan,West Indies,3,71,45,8,193,9.84,9.466666667,1
West Indies,New Zealand,3,54,26,4,199,9.319148936,12.46153846,0
Pakistan,Afghanistan,3,42,34,7,173,9.209302326,7.411764706,0
West Indies,Afghanistan,2,66,63,9,160,10,6.285714286,1
Afghanistan,England,2,74,37,5,157,6.072289157,12,0
Sri Lanka,Pakistan,3,77,27,4,185,7.032258065,17.11111111,0
West Indies,Australia,3,122,76,9,190,9.409090909,9.631578947,1
Sri Lanka,Pakistan,2,75,40,5,150,5.7,11.25,0
Australia,Pakistan,3,163,95,9,179,4.08,10.29473684,1
Australia,New Zealand,1,103,88,8,148,8.625,7.022727273,1
New Zealand,Sri Lanka,3,81,47,8,190,9.04109589,10.34042553,0
West Indies,Australia,3,58,30,8,188,8.733333333,11.6,1
Australia,India,2,114,74,6,159,6,9.243243243,0
New Zealand,India,3,27,2,2,178,7.728813559,81,0
West Indies,Sri Lanka,1,9,25,8,119,7.010526316,2.16,1
Australia,England,1,3,19,7,74,4.277227723,0.947368421,1
Afghanistan,England,3,92,44,6,215,9.789473684,12.54545455,0
West Indies,Pakistan,2,151,112,10,162,9,8.089285714,0
Australia,India,3,121,53,9,202,7.343283582,13.69811321,0
West Indies,New Zealand,1,72,80,7,101,4.5,5.4,1
Australia,West Indies,1,3,20,9,147,8.7,0.9,1
New Zealand,England,3,24,17,7,171,8.621359223,8.470588235,1
Pakistan,West Indies,2,99,72,10,160,7.75,8.25,1
Afghanistan,New Zealand,1,142,118,10,141,0,7.220338983,1
Australia,New Zealand,1,18,22,9,147,7.959183673,4.909090909,1
New Zealand,India,3,75,36,6,212,9.857142857,12.5,0
Sri Lanka,Australia,2,158,107,8,165,3.692307692,8.859813084,0
West Indies,Sri Lanka,1,134,104,8,149,6,7.730769231,1
England,India,3,218,113,10,230,11.14285714,11.57522124,0
Afghanistan,England,2,51,41,5,157,8.126582278,7.463414634,0
West Indies,India,2,116,77,9,168,7.395348837,9.038961039,1
West Indies,Afghanistan,3,139,81,8,186,7.384615385,10.2962963,0
England,Australia,3,88,20,3,205,7.08,26.4,0
New Zealand,India,3,184,111,10,191,5.333333333,9.945945946,1
Australia,Afghanistan,3,53,44,8,185,10.5,7.227272727,1
Afghanistan,Pakistan,1,16,17,7,146,7.631067961,5.647058824,1
Afghanistan,Pakistan,2,127,91,9,158,6.620689655,8.373626374,1
England,Australia,1,86,82,8,146,9.631578947,6.292682927,1
Sri Lanka,Afghanistan,1,26,34,8,111,6,4.588235294,1
New Zealand,Australia,1,107,74,7,141,4.565217391,8.675675676,1
India,West Indies,1,135,110,10,140,3.6,7.363636364,0
Pakistan,England,2,107,81,10,160,8.307692308,7.925925926,1
New Zealand,Sri Lanka,1,120,118,10,124,15,6.101694915,1
Sri Lanka,West Indies,3,153,89,9,183,6,10.31460674,0
India,Sri Lanka,3,34,43,9,198,12.85714286,4.744186047,1
West Indies,Pakistan,3,47,29,8,183,9.032967033,9.724137931,1
New Zealand,England,3,133,72,9,189,7.125,11.08333333,0
Afghanistan,India,2,82,63,9,165,8.842105263,7.80952381,1
Afghanistan,New Zealand,3,172,90,8,201,6,11.46666667,0
New Zealand,India,3,40,32,8,177,9.409090909,7.5,1
Australia,Afghanistan,3,65,38,9,178,8.341463415,10.26315789,1
India,Sri Lanka,3,68,44,8,189,9.631578947,9.272727273,0
Australia,Pakistan,3,91,51,7,192,8.869565217,10.70588235,0
India,West Indies,3,127,73,9,187,7.787234043,10.43835616,1
Australia,Pakistan,2,116,92,10,159,9.428571429,7.565217391,1
Afghanistan,England,1,132,105,9,149,7.2,7.542857143,1
England,Afghanistan,3,174,105,9,186,5.2,9.942857143,1
New Zealand,Sri Lanka,3,61,29,8,200,9.230769231,12.62068966,0
Afghanistan,England,2,27,33,7,154,8.827586207,4.909090909,1
West Indies,Afghanistan,3,36,18,4,186,8.882352941,12,0
Australia,Pakistan,3,114,68,7,192,9.115384615,10.05882353,0
New Zealand,India,1,110,100,10,133,7.2,6.6,1
England,Pakistan,2,18,7,5,155,7.327433628,15.42857143,0
West Indies,Australia,3,156,98,10,188,9,9.551020408,1
Afghanistan,Pakistan,3,133,80,10,184,7.8,9.975,0
Sri Lanka,Afghanistan,1,60,73,7,120,7.787234043,4.931506849,1
Sri Lanka,Australia,1,111,107,9,116,2.769230769,6.224299065,0
West Indies,Afghanistan,3,220,116,10,223,6,11.37931034,0
Afghanistan,Pakistan,3,56,39,7,185,9.62962963,8.615384615,1
Sri Lanka,Australia,1,13,31,7,120,7.280898876,2.516129032,1
New Zealand,Sri Lanka,1,97,65,4,139,4.690909091,8.953846154,0
New Zealand,Australia,2,119,75,7,163,6,9.52,1
Sri Lanka,Afghanistan,3,213,107,10,231,8.769230769,11.94392523,0
England,West Indies,2,90,63,9,160,7.473684211,8.571428571,1
Afghanistan,New Zealand,2,123,80,9,165,6.45,9.225,0
Pakistan,Sri Lanka,1,134,118,10,134,3,6.813559322,0
New Zealand,Afghanistan,2,114,72,7,150,4.625,9.5,0
Afghanistan,Pakistan,3,176,112,10,184,6.75,9.428571429,0
Australia,West Indies,1,89,75,8,119,4.133333333,7.12,1
Afghanistan,Australia,1,48,56,8,119,6.75,5.142857143,1
India,England,1,-2,9,9,140,7.72972973,-1.333333333,1
Afghanistan,India,1,40,70,8,92,6.36,3.428571429,1
India,Australia,3,156,101,9,173,5.684210526,9.267326733,1
Sri Lanka,India,3,91,45,9,197,8.56,12.13333333,0
Pakistan,India,2,103,75,7,170,9.066666667,8.24,0
Pakistan,West Indies,3,61,15,5,180,6.857142857,24.4,0
Afghanistan,India,2,122,80,7,162,6.15,9.15,0
West Indies,New Zealand,3,133,73,7,196,8.170212766,10.93150685,0
Pakistan,Australia,3,98,39,6,186,6.592592593,15.07692308,0
Australia,West Indies,3,154,95,10,207,12.96,9.726315789,1
New Zealand,India,1,110,101,10,133,7.578947368,6.534653465,1
West Indies,New Zealand,2,96,55,5,164,6.369230769,10.47272727,0
West Indies,India,3,175,88,8,217,8.0625,11.93181818,0
West Indies,Sri Lanka,1,119,116,10,124,9,6.155172414,1
Australia,India,2,-1,3,5,152,7.897435897,-2,0
New Zealand,India,3,88,44,7,197,8.684210526,12,0
England,Pakistan,3,106,55,8,194,8.215384615,11.56363636,0
Pakistan,England,1,60,46,7,130,5.756756757,7.826086957,1
Afghanistan,England,2,9,17,5,154,8.504854369,3.176470588,1
West Indies,Afghanistan,2,41,41,9,160,9.113924051,6,1
India,Sri Lanka,3,148,73,8,204,7.276595745,12.16438356,1
India,Australia,2,51,17,4,168,6.873786408,18,0
Australia,New Zealand,3,73,37,7,177,7.590361446,11.83783784,0
Pakistan,Sri Lanka,1,143,118,10,143,3,7.271186441,1
Australia,Sri Lanka,3,77,38,6,198,8.926829268,12.15789474,0
England,West Indies,3,20,14,4,177,8.943396226,8.571428571,1
Pakistan,West Indies,3,60,33,7,181,8.413793103,10.90909091,0
India,West Indies,2,156,114,10,163,8,8.210526316,0
New Zealand,India,3,126,68,6,174,5.653846154,11.11764706,0
Afghanistan,West Indies,2,128,97,9,166,10.17391304,7.917525773,1
West Indies,New Zealand,1,95,89,8,132,7.35483871,6.404494382,1
West Indies,England,3,176,107,9,210,16.15384615,9.869158879,1
Afghanistan,England,2,-4,10,4,154,8.672727273,-2.4,1
Afghanistan,England,2,11,1,1,161,7.613445378,66,0
Afghanistan,Pakistan,3,44,30,7,185,9.466666667,8.8,1
Pakistan,Afghanistan,1,65,63,8,114,5.263157895,6.19047619,1
New Zealand,India,3,164,117,10,177,28,8.41025641,1
Pakistan,Afghanistan,3,22,12,4,173,8.444444444,11,0
England,Sri Lanka,2,121,75,7,163,5.733333333,9.68,1
Sri Lanka,Pakistan,2,151,118,10,150,0,7.677966102,0
Afghanistan,New Zealand,2,46,30,8,165,8,9.2,0
India,Sri Lanka,3,130,88,9,189,11.25,8.863636364,0
England,India,2,5,8,5,165,8.625,3.75,1
Afghanistan,West Indies,3,57,38,8,183,9.292682927,9,1
Afghanistan,West Indies,3,59,36,8,193,9.642857143,9.833333333,1
Pakistan,Sri Lanka,1,76,75,9,123,6.4,6.08,1
Australia,Sri Lanka,3,116,33,6,231,8,21.09090909,0
India,New Zealand,3,169,97,8,179,2.869565217,10.45360825,0
New Zealand,India,3,84,27,3,174,5.870967742,18.66666667,0
Sri Lanka,Pakistan,3,133,64,7,207,8.035714286,12.46875,0
Sri Lanka,West Indies,2,122,78,7,164,6.142857143,9.384615385,0
West Indies,Afghanistan,1,4,13,6,128,7.009345794,1.846153846,1
New Zealand,Australia,3,101,41,6,196,7.291139241,14.7804878,0
New Zealand,Australia,2,118,84,9,157,6.666666667,8.428571429,0
England,West Indies,1,138,117,10,139,4,7.076923077,1
West Indies,Afghanistan,2,166,118,10,168,9,8.440677966,1
India,Pakistan,1,56,70,8,100,5.4,4.8,1
Sri Lanka,England,3,37,24,6,190,9.625,9.25,1
England,West Indies,2,35,29,7,160,8.307692308,7.24137931,1
England,Afghanistan,3,76,43,7,186,8.649350649,10.60465116,1
Afghanistan,Pakistan,3,132,76,7,175,6,10.42105263,1
New Zealand,India,3,117,73,9,191,9.574468085,9.616438356,1
Pakistan,Afghanistan,2,52,60,7,153,10.2,5.2,1
India,West Indies,3,70,40,7,187,8.85,10.5,1
Sri Lanka,Pakistan,2,80,42,6,150,5.461538462,11.42857143,0
Afghanistan,India,1,88,62,4,142,5.689655172,8.516129032,0
West Indies,Sri Lanka,1,78,51,6,132,4.782608696,9.176470588,0
India,Pakistan,1,66,51,7,145,6.956521739,7.764705882,0
West Indies,Sri Lanka,3,184,112,10,186,2.25,9.857142857,1
England,India,3,93,25,3,194,6.442105263,22.32,0
India,West Indies,3,124,84,9,175,8.666666667,8.857142857,1
Afghanistan,Pakistan,3,92,46,7,191,8.108108108,12,0
West Indies,India,2,82,34,3,170,6.209302326,14.47058824,0
Afghanistan,Sri Lanka,1,132,114,10,141,10,6.947368421,1
West Indies,New Zealand,3,46,5,0,196,7.87826087,55.2,0
India,England,2,43,30,7,170,8.533333333,8.6,1
Australia,India,1,142,118,10,141,0,7.220338983,1
New Zealand,Pakistan,3,141,63,7,201,6.421052632,13.42857143,0
Pakistan,Australia,3,69,49,9,185,9.887323944,8.448979592,1
West Indies,India,3,94,72,6,173,10,7.833333333,0
West Indies,Sri Lanka,1,131,118,10,138,24,6.661016949,1
Australia,Sri Lanka,1,124,100,10,138,4.5,7.44,1
Afghanistan,India,3,25,18,5,176,8.941176471,8.333333333,1
India,Sri Lanka,2,139,89,10,168,5.806451613,9.370786517,1
New Zealand,Sri Lanka,1,108,84,9,145,6.333333333,7.714285714,1
Australia,India,2,131,90,9,169,7.8,8.733333333,1
West Indies,Australia,2,134,105,10,153,8,7.657142857,0
England,India,2,114,73,9,165,6.638297872,9.369863014,1
India,Sri Lanka,2,105,76,9,163,8.045454545,8.289473684,1
India,England,2,8,7,4,162,8.230088496,6.857142857,1
Australia,England,1,98,77,9,139,5.860465116,7.636363636,1
England,Australia,1,130,114,10,138,9,6.842105263,1
Afghanistan,West Indies,3,147,83,9,193,7.621621622,10.62650602,1
West Indies,Australia,2,63,15,1,164,5.828571429,25.2,0
England,India,3,56,18,3,184,7.588235294,18.66666667,0
New Zealand,England,2,99,76,10,164,9,7.815789474,1
Australia,West Indies,3,208,118,10,207,0,10.57627119,1
New Zealand,Pakistan,2,101,76,9,152,7.090909091,7.973684211,0
Pakistan,West Indies,1,27,23,6,145,7.360824742,7.043478261,1
Sri Lanka,India,2,64,38,8,163,7.317073171,10.10526316,1
New Zealand,Sri Lanka,1,60,32,4,139,5.454545455,11.25,0
Australia,England,3,65,29,7,175,7.318681319,13.44827586,1
England,India,2,156,109,10,165,5.454545455,8.587155963,1
Sri Lanka,West Indies,2,108,62,6,164,5.896551724,10.4516129,0
Sri Lanka,West Indies,2,142,91,7,164,4.75862069,9.362637363,0
West Indies,England,3,61,28,6,185,8.152173913,13.07142857,1
Australia,West Indies,1,54,69,9,139,10.11764706,4.695652174,1
India,England,3,166,108,10,185,10,9.222222222,0
India,England,3,118,72,7,185,8.5,9.833333333,0
India,Australia,3,127,61,7,208,8.338983051,12.49180328,0
Australia,New Zealand,2,130,76,6,158,3.954545455,10.26315789,1
Afghanistan,England,3,133,78,8,186,7.714285714,10.23076923,0
Afghanistan,India,3,194,107,10,218,11.53846154,10.87850467,0
England,New Zealand,1,34,45,7,117,6.72,4.533333333,1
New Zealand,England,3,180,119,10,180,6,9.075630252,0
New Zealand,Sri Lanka,1,38,11,3,139,5.614678899,20.72727273,0
New Zealand,England,3,59,10,4,189,7.145454545,35.4,0
Australia,West Indies,1,3,21,9,147,8.787878788,0.857142857,1
Pakistan,West Indies,1,46,43,7,145,7.792207792,6.418604651,1
Afghanistan,Sri Lanka,1,102,99,9,111,2.857142857,6.181818182,1
Afghanistan,West Indies,2,100,71,8,162,7.714285714,8.450704225,0
Afghanistan,West Indies,3,148,84,9,193,7.666666667,10.57142857,1
India,West Indies,3,104,57,7,178,7.142857143,10.94736842,1
West Indies,England,1,107,105,9,115,3.6,6.114285714,1
New Zealand,Pakistan,2,125,98,9,152,7.636363636,7.653061224,0
Afghanistan,India,1,86,74,9,125,5.217391304,6.972972973,1
Afghanistan,Pakistan,2,15,9,6,158,7.783783784,10,1
West Indies,England,3,97,75,7,182,11.46666667,7.76,1
England,Pakistan,2,71,49,8,151,6.845070423,8.693877551,0
Sri Lanka,England,1,91,87,10,148,10.54545455,6.275862069,1
England,Pakistan,3,67,33,7,194,8.827586207,12.18181818,0
Afghanistan,India,3,179,99,10,204,7.428571429,10.84848485,1
Afghanistan,England,2,22,30,7,154,8.866666667,4.4,1
Afghanistan,New Zealand,3,124,63,7,189,6.947368421,11.80952381,0
Afghanistan,England,1,139,109,9,149,6,7.651376147,1
Sri Lanka,England,3,164,108,10,175,6,9.111111111,0
West Indies,England,3,35,17,6,185,8.796116505,12.35294118,1
Sri Lanka,New Zealand,3,50,25,7,191,8.968421053,12,1
New Zealand,Sri Lanka,1,76,64,9,145,7.5,7.125,1
Sri Lanka,Pakistan,2,57,40,6,168,8.4,8.55,1
West Indies,India,2,120,78,9,168,7,9.230769231,1
Sri Lanka,Pakistan,2,97,66,9,158,6.888888889,8.818181818,1
Sri Lanka,New Zealand,2,80,55,7,160,7.476923077,8.727272727,1
New Zealand,India,3,73,50,9,191,10.2,8.76,1
Afghanistan,India,2,84,73,10,161,9.957446809,6.904109589,1
West Indies,New Zealand,3,113,67,7,199,9.849056604,10.11940299,0
Afghanistan,New Zealand,1,29,47,7,141,9.287671233,3.70212766,1
England,Pakistan,3,137,73,6,175,4.978723404,11.26027397,0
Sri Lanka,Australia,3,14,31,7,172,10.71910112,2.709677419,1
India,England,1,105,100,10,122,5.4,6.3,1
Pakistan,Afghanistan,2,5,21,6,153,9.03030303,1.428571429,1
Afghanistan,Australia,1,23,30,7,119,6.466666667,4.6,1
West Indies,Pakistan,1,76,67,7,110,3.962264151,6.805970149,1
Sri Lanka,Pakistan,3,3,2,4,190,9.559322034,9,1
Sri Lanka,Pakistan,2,65,32,5,150,5.863636364,12.1875,0
Pakistan,India,3,132,87,9,172,7.454545455,9.103448276,0
Sri Lanka,West Indies,2,78,67,8,153,8.603773585,6.985074627,1
Sri Lanka,West Indies,3,147,59,6,250,10.2295082,14.94915254,0
Pakistan,New Zealand,1,65,71,10,126,7.591836735,5.492957746,1
Pakistan,Afghanistan,3,83,49,7,194,9.464788732,10.16326531,0
West Indies,India,2,100,50,6,170,6.085714286,12,0
Australia,Sri Lanka,3,4,3,6,192,9.692307692,8,1
Pakistan,West Indies,2,85,49,7,163,6.676056338,10.40816327,0
Sri Lanka,Pakistan,3,124,72,7,185,7.75,10.33333333,0
Sri Lanka,England,3,178,103,9,190,4.588235294,10.36893204,1
Afghanistan,West Indies,1,26,9,2,148,6.648648649,17.33333333,0
Australia,England,1,122,113,10,126,4.285714286,6.477876106,0
England,Afghanistan,3,59,24,4,183,7.8125,14.75,0
Australia,Sri Lanka,3,57,22,6,198,8.693877551,15.54545455,0
Australia,India,2,63,33,4,169,7.379310345,11.45454545,1
Australia,England,3,130,75,9,171,5.6,10.4,0
Afghanistan,Sri Lanka,3,76,54,7,175,9.090909091,8.444444444,0
Sri Lanka,Pakistan,3,125,73,7,185,7.787234043,10.2739726,0
New Zealand,Pakistan,1,59,41,5,132,5.620253165,8.634146341,1
Pakistan,India,1,30,33,8,129,6.896551724,5.454545455,1
Pakistan,Sri Lanka,1,24,27,7,143,7.741935484,5.333333333,1
Australia,India,1,76,65,8,141,7.2,7.015384615,1
Sri Lanka,New Zealand,2,112,76,8,160,6.681818182,8.842105263,1
New Zealand,West Indies,3,29,13,4,185,8.803738318,13.38461538,1
West Indies,New Zealand,2,111,67,9,168,6.566037736,9.940298507,0
Afghanistan,Sri Lanka,3,167,108,10,171,2.5,9.277777778,0
West Indies,Sri Lanka,1,88,94,10,124,8.538461538,5.617021277,1
Australia,England,2,100,58,6,165,6.387096774,10.34482759,0
Afghanistan,Australia,2,124,69,6,169,5.411764706,10.7826087,0
West Indies,India,1,49,39,9,141,6.888888889,7.538461538,1
West Indies,England,1,98,97,9,115,4.695652174,6.06185567,1
New Zealand,Pakistan,1,107,86,10,137,5.470588235,7.465116279,1
Pakistan,Sri Lanka,1,138,114,10,143,6,7.263157895,1
Pakistan,Australia,3,59,5,4,209,7.87826087,70.8,0
Pakistan,Afghanistan,2,13,32,6,153,9.613636364,2.4375,1
West Indies,New Zealand,1,18,29,8,132,7.582417582,3.724137931,1
India,Sri Lanka,3,156,79,7,177,3.219512195,11.84810127,0
New Zealand,Pakistan,1,86,78,9,148,9,6.615384615,1
West Indies,Australia,2,65,18,1,164,5.882352941,21.66666667,0
Sri Lanka,Pakistan,2,119,63,6,170,5.473684211,11.33333333,0
West Indies,New Zealand,1,57,87,9,81,4.545454545,3.931034483,1
Afghanistan,West Indies,3,84,53,8,183,8.955223881,9.509433962,1
England,India,2,23,27,8,151,8.322580645,5.111111111,1
India,Australia,3,165,110,10,176,7.2,9,1
Australia,Afghanistan,3,27,14,6,187,9.113207547,11.57142857,1
Afghanistan,West Indies,2,88,62,8,162,7.75862069,8.516129032,0
New Zealand,Sri Lanka,2,63,73,10,153,11.61702128,5.178082192,1
West Indies,England,3,174,113,10,185,10.28571429,9.238938053,1
Afghanistan,West Indies,1,79,89,10,123,8.709677419,5.325842697,1
Sri Lanka,Afghanistan,3,129,62,7,188,6.206896552,12.48387097,0
Pakistan,Australia,2,11,9,6,165,8.378378378,7.333333333,1
Afghanistan,India,3,45,25,7,204,10.10526316,10.8,1
India,England,2,156,112,9,162,5.25,8.357142857,1
New Zealand,Afghanistan,2,148,118,10,152,15,7.525423729,0
Afghanistan,Sri Lanka,3,13,5,1,175,8.504347826,15.6,0
India,Sri Lanka,1,43,35,6,119,5.435294118,7.371428571,0
New Zealand,West Indies,3,39,1,6,179,7.109243697,234,0
India,West Indies,1,81,74,9,143,8.217391304,6.567567568,1
Afghanistan,New Zealand,3,104,54,8,196,8.454545455,11.55555556,1
West Indies,New Zealand,2,97,73,9,150,6.893617021,7.97260274,0
Sri Lanka,New Zealand,3,159,89,9,191,6.387096774,10.71910112,1
New Zealand,India,3,135,77,6,174,5.581395349,10.51948052,0
England,West Indies,3,60,37,9,183,8.963855422,9.72972973,1
New Zealand,Australia,3,136,84,7,182,7.833333333,9.714285714,0
Pakistan,West Indies,2,76,46,9,160,6.891891892,9.913043478,1
Afghanistan,India,3,207,107,8,212,2.769230769,11.60747664,0
Sri Lanka,India,2,87,54,8,159,6.636363636,9.666666667,0
New Zealand,Afghanistan,2,139,107,10,152,6.461538462,7.794392523,0
West Indies,New Zealand,2,138,104,9,159,8.25,7.961538462,1
Pakistan,England,2,139,99,10,156,5.142857143,8.424242424,0
Australia,England,1,96,99,10,126,8.857142857,5.818181818,0
New Zealand,Pakistan,1,100,78,10,136,5.285714286,7.692307692,0
New Zealand,England,3,133,71,9,189,6.979591837,11.23943662,0
India,West Indies,2,132,107,10,155,11.07692308,7.401869159,1
England,New Zealand,3,135,74,8,195,7.956521739,10.94594595,0
West Indies,Pakistan,2,108,78,9,160,7.571428571,8.307692308,1
New Zealand,India,1,73,78,9,94,3.142857143,5.615384615,1
India,England,2,163,106,9,170,3.428571429,9.226415094,1
England,West Indies,2,-1,17,7,160,9.436893204,-0.352941176,1
West Indies,England,3,45,23,8,185,8.721649485,11.73913043,1
India,West Indies,3,73,48,7,174,8.5,9.125,1
Sri Lanka,West Indies,3,232,113,10,250,16.28571429,12.31858407,0
Pakistan,Afghanistan,2,99,60,8,167,6.9,9.9,0
England,Sri Lanka,1,20,8,1,138,6.375,15,0
England,Afghanistan,3,36,13,6,191,8.747663551,16.61538462,0
Australia,Afghanistan,3,109,58,10,178,6.774193548,11.27586207,1
New Zealand,Australia,2,154,110,10,157,2.4,8.4,0
Pakistan,West Indies,2,161,109,10,169,4.909090909,8.862385321,0
Australia,Pakistan,3,43,14,4,192,8.490566038,18.42857143,0
England,Pakistan,1,78,65,8,132,6,7.2,0
Sri Lanka,Afghanistan,2,96,77,8,158,8.790697674,7.480519481,1
Pakistan,Australia,3,117,59,8,193,7.573770492,11.89830508,0
Sri Lanka,Pakistan,2,74,67,10,165,10.41509434,6.626865672,1
Sri Lanka,West Indies,3,107,46,7,223,9.486486486,13.95652174,0
Afghanistan,Australia,2,63,40,6,150,6.6,9.45,0
Afghanistan,Sri Lanka,3,179,114,10,181,3,9.421052632,0
India,Pakistan,2,73,42,7,168,7.384615385,10.42857143,0
Pakistan,England,1,78,64,7,130,5.678571429,7.3125,1
England,West Indies,2,141,110,10,150,6,7.690909091,0
England,Afghanistan,1,141,115,10,145,6,7.356521739,1
Sri Lanka,India,3,67,40,9,187,9.075,10.05,1
West Indies,Sri Lanka,1,134,101,8,149,5.052631579,7.96039604,1
Afghanistan,West Indies,2,92,70,9,154,7.56,7.885714286,1
England,India,2,130,93,10,165,8,8.387096774,1
England,Sri Lanka,2,59,35,6,161,7.270588235,10.11428571,1
Afghanistan,Pakistan,1,31,27,7,146,7.483870968,6.888888889,1
India,Afghanistan,3,189,104,8,207,7.125,10.90384615,0
Pakistan,West Indies,3,127,89,9,171,8.709677419,8.561797753,0
Australia,Sri Lanka,2,86,57,7,156,6.761904762,9.052631579,0
England,Pakistan,3,161,105,9,175,6,9.2,0
West Indies,England,3,119,65,7,185,7.309090909,10.98461538,1
Pakistan,Afghanistan,1,-7,9,5,134,7.675675676,-4.666666667,1
Sri Lanka,Pakistan,1,52,33,5,140,6.137931034,9.454545455,0
Sri Lanka,Afghanistan,1,99,102,10,120,7.333333333,5.823529412,1
West Indies,New Zealand,2,68,57,9,159,8.761904762,7.157894737,1
West Indies,New Zealand,2,83,44,8,168,6.789473684,11.31818182,0
England,New Zealand,1,12,38,5,130,8.707317073,1.894736842,1
Australia,Sri Lanka,3,150,92,8,198,10.5,9.782608696,0
West Indies,New Zealand,1,4,6,4,101,5.157894737,4,1
England,Pakistan,3,142,71,7,184,5.265306122,12,0
West Indies,Sri Lanka,3,124,78,9,183,8.571428571,9.538461538,1
Australia,Afghanistan,3,166,106,10,171,2.571428571,9.396226415,0
England,Pakistan,3,176,117,10,175,0,9.025641026,0
Australia,India,1,99,64,4,139,4.392857143,9.28125,0
England,Australia,1,80,74,8,146,8.739130435,6.486486486,1
Afghanistan,Pakistan,1,87,66,7,148,6.888888889,7.909090909,1
India,England,1,103,97,10,122,5.217391304,6.371134021,1
Pakistan,Afghanistan,2,32,19,8,166,8.01980198,10.10526316,1
Sri Lanka,Pakistan,3,138,72,7,207,8.75,11.5,0
India,England,1,14,37,9,122,7.879518072,2.27027027,1
England,Pakistan,3,185,61,4,233,4.983050847,18.19672131,0
West Indies,Sri Lanka,3,23,16,3,183,9.288461538,8.625,1
West Indies,Australia,1,126,108,10,139,7,7,1
Sri Lanka,Australia,3,107,46,8,240,10.86486486,13.95652174,0
Australia,Pakistan,3,149,80,6,190,6.3,11.175,0
Afghanistan,India,3,53,14,3,178,7.132075472,22.71428571,0
Afghanistan,West Indies,3,38,22,6,181,8.816326531,10.36363636,0
Sri Lanka,Afghanistan,1,20,35,6,120,7.129411765,3.428571429,1
Afghanistan,England,2,74,47,6,161,7.232876712,9.446808511,0
Sri Lanka,India,2,53,33,8,163,7.655172414,9.636363636,1
England,Pakistan,1,69,106,10,82,6,3.905660377,1
West Indies,England,3,13,4,6,219,10.70689655,19.5,0
India,Australia,3,27,18,7,173,8.647058824,9,1
England,New Zealand,3,173,79,7,197,3.658536585,13.13924051,0
Afghanistan,Sri Lanka,1,21,15,5,136,6.628571429,8.4,1
Sri Lanka,Afghanistan,2,152,110,10,164,7.8,8.290909091,1
England,India,2,127,93,9,157,6.888888889,8.193548387,0
West Indies,Australia,2,56,5,1,164,5.686956522,67.2,0
India,Pakistan,3,130,78,9,178,7,10,1
West Indies,England,3,95,51,7,210,10.08695652,11.17647059,1
New Zealand,West Indies,3,95,51,6,185,7.913043478,11.17647059,1
England,Afghanistan,3,124,76,8,186,8.590909091,9.789473684,1
West Indies,Pakistan,1,113,105,10,126,5.6,6.457142857,1
Afghanistan,Australia,3,96,30,2,177,5.466666667,19.2,0
India,Sri Lanka,2,10,8,5,163,8.25,7.5,1
West Indies,India,3,150,63,4,217,7.157894737,14.28571429,0
England,New Zealand,3,136,62,8,231,9.931034483,13.16129032,0
Afghanistan,Pakistan,3,158,95,8,175,4.32,9.978947368,1
Sri Lanka,Pakistan,2,110,83,9,150,6.648648649,7.951807229,0
Afghanistan,West Indies,2,125,92,8,166,9,8.152173913,1
India,Australia,3,152,98,9,173,6,9.306122449,1
West Indies,New Zealand,2,127,110,10,150,14.4,6.927272727,1
Pakistan,Australia,3,182,116,10,185,6,9.413793103,1
Pakistan,Afghanistan,2,46,28,8,166,7.891304348,9.857142857,1
New Zealand,Australia,2,102,74,10,156,7.173913043,8.27027027,1
Sri Lanka,India,3,29,12,7,197,9.388888889,14.5,0
Sri Lanka,India,2,40,21,7,163,7.515151515,11.42857143,1
India,Pakistan,1,38,50,7,100,5.4,4.56,1
Pakistan,West Indies,3,94,59,8,181,8.655737705,9.559322034,0
New Zealand,Afghanistan,3,135,76,8,184,6.818181818,10.65789474,1
Afghanistan,Sri Lanka,1,98,83,10,141,7.135135135,7.084337349,1
Sri Lanka,Pakistan,2,56,20,3,170,6.9,16.8,0
Australia,England,2,159,109,8,165,3.818181818,8.752293578,0
Afghanistan,Australia,3,126,85,9,176,8.742857143,8.894117647,0
Sri Lanka,West Indies,3,145,55,6,250,9.784615385,15.81818182,0
India,Sri Lanka,3,108,54,6,183,6.909090909,12,0
England,Afghanistan,3,34,11,6,191,8.697247706,18.54545455,0
New Zealand,Pakistan,3,93,53,8,214,10.92537313,10.52830189,1
New Zealand,England,3,99,66,8,171,8.111111111,9,1
India,Pakistan,1,44,64,10,113,7.5,4.125,1
New Zealand,Australia,3,63,23,7,246,11.3814433,16.43478261,0
England,New Zealand,3,173,114,10,174,2,9.105263158,0
Sri Lanka,Afghanistan,3,52,0,1,188,6.85,inf,0
Afghanistan,India,3,124,56,5,218,8.90625,13.28571429,0
West Indies,Sri Lanka,1,115,94,8,149,8.076923077,7.340425532,1
