Team 1,Team 2,Pitch,Runs Left,Balls Left,Wickets Remaining,Total Runs Scored,Current Run Rate,Required Run Rate,Winner
West Indies,New Zealand,2,27,48,8,150,10.33333333,3.375,1
Australia,India,1,66,44,7,147,6.473684211,9,1
Afghanistan,India,3,32,17,7,204,10.0776699,11.29411765,1
Sri Lanka,Afghanistan,1,17,27,6,120,6.709677419,3.777777778,1
New Zealand,Pakistan,2,63,13,1,166,5.831775701,29.07692308,0
England,India,3,110,38,4,194,6.219512195,17.36842105,0
Sri Lanka,India,3,134,88,8,174,7.6875,9.136363636,0
Afghanistan,Australia,3,98,37,3,177,5.78313253,15.89189189,0
England,Pakistan,1,132,117,10,132,2,6.769230769,0
West Indies,New Zealand,1,107,86,8,144,6.705882353,7.465116279,0
India,Sri Lanka,2,104,58,8,168,6.290322581,10.75862069,1
Afghanistan,West Indies,3,124,78,9,181,8.285714286,9.538461538,0
Afghanistan,West Indies,1,27,33,7,123,6.689655172,4.909090909,1
India,Australia,2,54,26,7,158,6.70212766,12.46153846,1
West Indies,Sri Lanka,1,58,30,3,132,5,11.6,0
India,Australia,3,79,50,9,176,8.4,9.48,1
Pakistan,Australia,3,89,51,4,178,7.826086957,10.47058824,0
Afghanistan,Sri Lanka,1,61,69,10,118,6.823529412,5.304347826,1
Sri Lanka,England,3,207,101,7,226,6.315789474,12.2970297,0
New Zealand,Pakistan,3,163,98,10,196,9.272727273,9.979591837,1
Pakistan,Australia,3,158,92,7,186,6.214285714,10.30434783,0
Afghanistan,Sri Lanka,2,30,26,7,168,8.872340426,6.923076923,1
England,West Indies,3,175,111,10,177,2,9.459459459,1
India,Pakistan,1,38,17,3,145,6.291262136,13.41176471,0
Afghanistan,New Zealand,1,54,63,7,124,7.473684211,5.142857143,1
Sri Lanka,Australia,3,38,24,6,188,9.4375,9.5,1
England,Pakistan,2,33,14,5,155,6.962264151,14.14285714,1
New Zealand,Sri Lanka,3,91,41,8,200,8.35443038,13.31707317,0
England,West Indies,2,50,6,2,165,6.105263158,50,0
Sri Lanka,England,1,32,36,5,124,6.642857143,5.333333333,1
West Indies,Sri Lanka,1,78,62,8,149,7.448275862,7.548387097,1
Pakistan,Australia,2,73,42,7,160,6.769230769,10.42857143,0
Afghanistan,Sri Lanka,2,87,55,6,157,6.553846154,9.490909091,0
New Zealand,India,3,171,79,7,212,6.146341463,12.98734177,0
Afghanistan,Pakistan,3,19,13,6,171,8.579439252,8.769230769,1
New Zealand,Pakistan,3,135,83,9,196,10.05405405,9.759036145,1
Australia,India,3,172,84,9,202,5.166666667,12.28571429,0
England,Afghanistan,1,5,10,7,134,7.090909091,3,1
Australia,Afghanistan,2,155,116,10,155,1.5,8.017241379,1
West Indies,Sri Lanka,3,126,82,9,183,9.157894737,9.219512195,1
Pakistan,England,3,20,4,7,222,10.5,30,0
Afghanistan,Pakistan,3,164,115,10,171,9.6,8.556521739,0
New Zealand,Afghanistan,3,187,113,8,188,1.714285714,9.92920354,0
Afghanistan,Australia,2,144,95,8,169,6.24,9.094736842,0
Australia,Sri Lanka,2,11,2,2,156,7.423728814,33,0
Australia,Afghanistan,2,27,28,8,154,8.347826087,5.785714286,1
New Zealand,Australia,1,104,108,10,109,3,5.777777778,1
Pakistan,West Indies,2,59,28,6,169,7.239130435,12.64285714,0
India,Pakistan,1,107,108,10,113,3.5,5.944444444,1
Pakistan,Sri Lanka,3,128,64,7,201,7.928571429,12,0
Afghanistan,Australia,2,79,57,7,150,6.857142857,8.315789474,0
New Zealand,Australia,3,62,27,6,188,8.193548387,13.77777778,1
Sri Lanka,Afghanistan,3,141,67,9,231,10.30188679,12.62686567,0
Afghanistan,Pakistan,3,124,86,9,171,8.470588235,8.651162791,0
Afghanistan,England,3,41,28,8,191,9.847826087,8.785714286,1
New Zealand,Sri Lanka,3,183,110,10,200,10.8,9.981818182,0
Australia,Sri Lanka,3,-7,-1,5,198,10.21487603,42,0
Afghanistan,West Indies,3,70,43,7,181,8.727272727,9.76744186,0
England,Afghanistan,3,40,3,1,184,7.435897436,80,0
Afghanistan,Sri Lanka,3,22,18,5,175,9.058823529,7.333333333,0
England,Pakistan,3,156,101,8,175,6.315789474,9.267326733,0
New Zealand,India,3,46,19,6,212,9.920792079,14.52631579,0
India,New Zealand,3,176,117,10,179,8,9.025641026,0
Sri Lanka,India,1,120,110,9,124,3,6.545454545,1
Afghanistan,England,2,56,26,5,157,6.510638298,12.92307692,0
Afghanistan,Australia,3,132,65,6,177,5.018181818,12.18461538,0
West Indies,New Zealand,1,73,107,9,81,4.153846154,4.093457944,1
New Zealand,Pakistan,1,56,55,10,140,7.846153846,6.109090909,1
Sri Lanka,Afghanistan,1,52,105,10,67,6.4,2.971428571,1
New Zealand,Pakistan,1,94,83,10,148,8.918918919,6.795180723,1
England,India,3,117,47,5,194,6.410958904,14.93617021,0
Afghanistan,Pakistan,1,72,64,8,146,8.035714286,6.75,1
India,Pakistan,1,136,118,10,135,0,6.915254237,0
Sri Lanka,West Indies,3,193,89,10,250,11.22580645,13.01123596,0
Australia,Afghanistan,3,12,11,5,185,9.577981651,6.545454545,1
Sri Lanka,West Indies,3,106,34,5,250,10.11627907,18.70588235,0
West Indies,Pakistan,3,59,37,8,183,9.036144578,9.567567568,1
West Indies,Australia,1,57,47,9,139,6.821917808,7.276595745,1
India,Australia,2,124,87,10,165,7.636363636,8.551724138,0
Pakistan,West Indies,3,170,109,10,180,6,9.357798165,0
Pakistan,Afghanistan,1,73,82,9,114,6.631578947,5.341463415,1
England,West Indies,3,80,28,7,195,7.565217391,17.14285714,0
New Zealand,Pakistan,2,147,95,8,166,4.8,9.284210526,0
New Zealand,England,1,15,36,7,105,6.5,2.5,1
India,England,1,54,51,9,140,7.565217391,6.352941176,1
India,New Zealand,1,126,95,9,145,4.8,7.957894737,0
Sri Lanka,Pakistan,2,85,34,4,170,6,15,0
Sri Lanka,India,2,93,61,8,163,7.220338983,9.147540984,1
Afghanistan,India,3,78,28,5,178,6.586956522,16.71428571,0
Afghanistan,India,3,163,111,10,174,8,8.810810811,0
Pakistan,New Zealand,3,89,64,10,203,12.32142857,8.34375,1
England,Sri Lanka,1,38,89,10,93,10.83870968,2.561797753,1
Australia,India,1,100,67,5,139,4.528301887,8.955223881,0
Afghanistan,India,3,110,76,8,183,10.09090909,8.684210526,0
West Indies,Afghanistan,3,131,76,7,177,6.409090909,10.34210526,0
Afghanistan,India,3,166,90,6,178,2.6,11.06666667,0
England,Pakistan,3,166,99,9,184,5.428571429,10.06060606,0
West Indies,New Zealand,2,5,4,4,150,7.551724138,7.5,0
West Indies,Sri Lanka,1,42,45,9,149,8.64,5.6,1
New Zealand,India,3,39,31,8,177,9.370786517,7.548387097,1
West Indies,England,1,75,86,10,135,10.76470588,5.23255814,1
England,Pakistan,3,36,8,3,184,7.982142857,27,0
New Zealand,India,1,31,39,8,94,4.740740741,4.769230769,1
Sri Lanka,India,3,95,62,5,174,8.275862069,9.193548387,0
West Indies,Pakistan,1,23,22,6,110,5.387755102,6.272727273,1
West Indies,Australia,2,124,81,9,165,6.461538462,9.185185185,1
India,Afghanistan,2,45,22,6,164,7.346938776,12.27272727,0
Australia,New Zealand,3,56,34,8,185,9.069767442,9.882352941,1
Sri Lanka,Australia,3,180,112,10,188,6.75,9.642857143,1
England,Pakistan,1,23,54,9,82,5.454545455,2.555555556,1
New Zealand,Pakistan,1,107,91,10,136,6.206896552,7.054945055,0
India,Australia,3,64,24,4,192,8.0625,16,0
England,Pakistan,2,80,44,7,165,6.789473684,10.90909091,1
England,Australia,1,86,80,8,146,9.15,6.45,1
India,Sri Lanka,2,145,99,8,168,6.857142857,8.787878788,1
West Indies,Sri Lanka,1,105,77,7,132,3.906976744,8.181818182,0
New Zealand,England,3,81,27,5,189,7.032258065,18,0
India,England,3,170,117,10,173,8,8.717948718,0
New Zealand,Australia,3,111,46,6,196,6.972972973,14.47826087,0
Sri Lanka,West Indies,3,119,68,7,183,7.5,10.5,0
Afghanistan,Sri Lanka,2,51,27,5,157,6.903225806,11.33333333,0
Pakistan,India,1,129,110,9,142,8.4,7.036363636,1
Australia,India,2,169,118,10,169,3,8.593220339,1
Sri Lanka,Pakistan,2,44,28,9,158,7.5,9.428571429,1
Australia,Pakistan,1,66,36,4,148,5.928571429,11,1
India,Pakistan,2,155,101,9,168,4.421052632,9.207920792,0
West Indies,New Zealand,2,60,44,7,165,8.368421053,8.181818182,1
England,Australia,1,35,24,6,146,7,8.75,1
Australia,New Zealand,1,55,38,8,140,6.292682927,8.684210526,1
New Zealand,India,3,149,80,8,197,7.35,11.175,0
Australia,New Zealand,1,95,76,8,148,7.363636364,7.5,1
Australia,Pakistan,3,36,29,8,186,9.956043956,7.448275862,1
England,New Zealand,3,183,97,7,197,3.913043478,11.31958763,0
New Zealand,Pakistan,1,101,91,10,127,5.586206897,6.659340659,1
New Zealand,Afghanistan,2,138,98,8,150,3.545454545,8.448979592,0
Sri Lanka,India,2,144,94,9,159,3.692307692,9.191489362,0
Australia,India,2,113,61,6,169,5.796610169,11.1147541,1
Australia,India,2,115,77,9,157,6,8.961038961,1
Pakistan,Sri Lanka,1,55,63,10,143,9.368421053,5.238095238,1
Australia,England,1,47,80,6,106,9,3.525,0
New Zealand,India,2,154,109,10,164,6,8.47706422,1
India,Pakistan,2,102,71,9,168,8.204081633,8.61971831,0
Sri Lanka,Afghanistan,2,82,64,7,158,8.25,7.6875,1
Pakistan,Sri Lanka,1,69,63,8,123,5.789473684,6.571428571,1
Afghanistan,West Indies,3,21,4,2,181,8.327586207,31.5,0
West Indies,Sri Lanka,1,35,23,4,134,6.18556701,9.130434783,0
West Indies,Pakistan,1,53,48,10,142,7.5,6.625,1
New Zealand,Pakistan,1,6,7,3,141,7.221238938,5.142857143,1
India,England,3,133,85,7,173,7.028571429,9.388235294,0
New Zealand,Pakistan,2,95,73,10,169,9.574468085,7.808219178,1
India,Pakistan,3,72,33,6,178,7.379310345,13.09090909,1
India,Pakistan,3,154,101,10,178,7.894736842,9.148514851,1
Pakistan,Australia,3,178,115,10,185,9.6,9.286956522,1
West Indies,India,3,109,15,1,217,6.228571429,43.6,0
Sri Lanka,Pakistan,3,119,83,9,205,14.10810811,8.602409639,1
Pakistan,India,3,120,65,7,178,6.436363636,11.07692308,0
Sri Lanka,Australia,3,139,102,10,172,11.33333333,8.176470588,1
New Zealand,England,3,129,68,8,190,7.153846154,11.38235294,1
India,England,2,164,109,9,170,3.818181818,9.027522936,1
Australia,Sri Lanka,2,117,74,7,164,6.260869565,9.486486486,1
England,Afghanistan,3,123,75,8,193,9.466666667,9.84,0
Afghanistan,England,3,67,37,7,183,8.457831325,10.86486486,0
New Zealand,Sri Lanka,3,92,33,5,179,6.068965517,16.72727273,0
Australia,Afghanistan,3,27,16,5,189,9.403846154,10.125,0
India,Australia,3,104,55,6,187,7.753846154,11.34545455,0
India,West Indies,1,83,76,9,143,8.318181818,6.552631579,1
New Zealand,India,3,4,4,4,191,9.724137931,6,1
Afghanistan,Sri Lanka,1,104,88,10,141,7.125,7.090909091,1
Afghanistan,Australia,1,95,95,7,112,4.32,6,1
New Zealand,England,2,114,92,10,164,10.92857143,7.434782609,1
Sri Lanka,New Zealand,3,170,115,10,177,9.6,8.869565217,0
Afghanistan,New Zealand,2,62,38,8,165,7.609756098,9.789473684,0
Sri Lanka,New Zealand,2,97,60,6,162,6.6,9.7,0
West Indies,Pakistan,1,115,90,10,142,5.6,7.666666667,1
Pakistan,Sri Lanka,1,9,5,4,134,6.573913043,10.8,0
New Zealand,Afghanistan,2,84,55,7,150,6.184615385,9.163636364,0
India,Pakistan,1,72,44,7,138,5.289473684,9.818181818,1
Afghanistan,West Indies,1,117,106,9,133,7.285714286,6.622641509,0
England,Australia,1,15,21,8,128,6.909090909,4.285714286,1
England,New Zealand,1,65,78,9,117,7.571428571,5,1
England,Afghanistan,3,94,41,7,184,6.911392405,13.75609756,0
New Zealand,India,3,82,52,8,172,8.029411765,9.461538462,1
West Indies,Australia,1,65,52,9,139,6.617647059,7.5,1
New Zealand,Pakistan,3,174,104,10,196,8.625,10.03846154,1
India,Afghanistan,3,47,9,3,207,8.702702703,31.33333333,0
Sri Lanka,Afghanistan,1,89,99,10,111,6.571428571,5.393939394,1
New Zealand,India,3,117,75,8,172,7.466666667,9.36,1
Australia,Pakistan,1,104,83,9,147,7.135135135,7.518072289,1
Pakistan,Afghanistan,3,22,13,4,173,8.523364486,10.15384615,0
West Indies,New Zealand,2,46,24,4,170,7.8125,11.5,0
India,England,3,51,32,7,179,8.795454545,9.5625,1
Pakistan,Sri Lanka,1,61,46,7,134,6,7.956521739,0
Australia,Afghanistan,2,129,90,10,155,5.4,8.6,1
Australia,India,1,113,88,6,139,5.0625,7.704545455,0
England,West Indies,1,129,114,9,131,3,6.789473684,0
West Indies,Pakistan,1,48,47,6,126,6.493150685,6.127659574,1
Sri Lanka,Australia,3,16,18,6,205,11.17647059,5.333333333,1
West Indies,Pakistan,3,90,63,8,179,9.473684211,8.571428571,0
Australia,India,3,179,109,9,187,4.909090909,9.853211009,0
England,Sri Lanka,1,134,115,9,138,6,6.991304348,0
India,West Indies,1,31,34,6,147,8.162790698,5.470588235,1
Australia,West Indies,1,103,98,10,119,4.636363636,6.306122449,1
England,New Zealand,1,67,80,8,130,9.6,5.025,1
England,West Indies,3,175,93,9,195,4.666666667,11.29032258,0
West Indies,Australia,2,83,41,3,164,6.227848101,12.14634146,0
Australia,England,3,165,110,9,171,4.2,9,0
Pakistan,Australia,3,60,25,6,186,8.021052632,14.4,0
Pakistan,West Indies,3,126,72,10,180,6.875,10.5,0
Pakistan,Afghanistan,2,7,26,6,153,9.382978723,1.615384615,1
Pakistan,Afghanistan,2,77,40,7,167,6.825,11.55,0
Sri Lanka,Pakistan,3,99,29,5,198,6.593406593,20.48275862,0
West Indies,New Zealand,1,76,46,4,144,5.594594595,9.913043478,0
England,Sri Lanka,1,91,117,10,93,6,4.666666667,1
Australia,England,2,162,119,10,161,0,8.168067227,1
Sri Lanka,Pakistan,3,167,92,8,198,6.857142857,10.89130435,0
Australia,England,3,91,40,5,171,6.075,13.65,0
New Zealand,India,2,79,45,9,164,6.88,10.53333333,1
Afghanistan,Sri Lanka,3,141,97,9,175,9.130434783,8.721649485,0
New Zealand,Sri Lanka,3,158,93,10,200,9.555555556,10.19354839,0
England,Afghanistan,3,171,101,9,186,5.052631579,10.15841584,1
England,Pakistan,2,162,116,10,165,6,8.379310345,1
England,Afghanistan,2,69,60,8,152,8.4,6.9,1
India,Australia,3,65,44,8,180,9.157894737,8.863636364,1
England,Sri Lanka,2,147,101,8,163,5.368421053,8.732673267,1
Pakistan,Australia,1,22,19,6,138,6.95049505,6.947368421,1
New Zealand,India,3,160,103,10,187,9.882352941,9.32038835,0
Pakistan,India,1,115,100,9,138,7.2,6.9,1
West Indies,Australia,1,4,3,5,139,6.974358974,8,1
England,Afghanistan,3,81,43,6,193,8.805194805,11.30232558,0
England,Afghanistan,3,-9,6,5,188,10.42105263,-9,1
England,Afghanistan,1,129,100,9,145,5.1,7.74,1
Afghanistan,India,3,78,31,4,183,7.146067416,15.09677419,0
New Zealand,Pakistan,1,90,71,7,133,5.387755102,7.605633803,1
India,Sri Lanka,2,20,13,5,163,8.074766355,9.230769231,1
New Zealand,England,2,14,17,8,164,8.796116505,4.941176471,1
India,Australia,1,108,113,10,112,4.285714286,5.734513274,1
West Indies,New Zealand,1,21,17,4,101,4.718446602,7.411764706,1
Sri Lanka,West Indies,3,151,65,7,223,7.963636364,13.93846154,0
West Indies,New Zealand,3,159,97,9,196,9.913043478,9.835051546,0
India,England,3,99,67,6,173,8.490566038,8.865671642,0
Australia,Sri Lanka,3,89,47,7,198,9.04109589,11.36170213,0
West Indies,New Zealand,1,101,93,8,132,7.111111111,6.516129032,1
India,Pakistan,3,168,111,10,178,7.333333333,9.081081081,1
India,England,3,154,95,9,185,7.68,9.726315789,0
Sri Lanka,India,3,46,23,3,174,7.979381443,12,0
New Zealand,Afghanistan,2,98,73,10,152,7.021276596,8.054794521,0
West Indies,Sri Lanka,3,92,45,6,183,7.36,12.26666667,1
Sri Lanka,England,3,101,7,1,205,5.575221239,86.57142857,0
Australia,India,2,101,71,8,157,6.979591837,8.535211268,1
Australia,Afghanistan,1,28,48,9,114,7.25,3.5,1
Afghanistan,West Indies,2,118,86,8,166,8.647058824,8.23255814,1
West Indies,New Zealand,2,157,109,9,164,4.363636364,8.642201835,0
West Indies,Australia,2,106,89,10,153,9.290322581,7.146067416,0
Afghanistan,West Indies,1,97,70,8,148,6.24,8.314285714,0
Afghanistan,India,2,21,31,6,165,9.775280899,4.064516129,1
Afghanistan,Sri Lanka,2,43,7,2,170,6.796460177,36.85714286,0
India,Pakistan,1,105,75,8,138,4.533333333,8.4,1
Australia,Pakistan,1,142,116,10,147,9,7.344827586,1
West Indies,India,1,101,85,10,141,7.028571429,7.129411765,1
West Indies,Australia,1,54,39,6,134,6,8.307692308,0
England,Pakistan,1,10,0,1,132,6.15,inf,0
Pakistan,West Indies,1,102,95,10,130,6.96,6.442105263,1
Afghanistan,Pakistan,1,42,53,9,142,9.044776119,4.754716981,1
New Zealand,Pakistan,3,143,86,9,214,12.70588235,9.976744186,1
England,India,1,135,105,10,141,2.8,7.714285714,1
New Zealand,Afghanistan,2,93,65,9,152,6.545454545,8.584615385,1
Sri Lanka,England,3,175,118,10,174,0,8.898305085,1
Afghanistan,Australia,2,98,55,5,168,6.553846154,10.69090909,0
India,West Indies,3,147,99,9,175,8.285714286,8.909090909,1
West Indies,New Zealand,2,95,69,9,165,8.352941176,8.260869565,1
New Zealand,Pakistan,2,18,19,8,169,9.02970297,5.684210526,1
Sri Lanka,New Zealand,3,156,97,9,177,5.739130435,9.649484536,0
West Indies,Australia,2,140,99,8,164,7.142857143,8.484848485,0
Pakistan,India,3,152,98,10,178,7.363636364,9.306122449,0
Pakistan,India,1,14,25,8,129,7.326315789,3.36,1
Sri Lanka,Australia,1,86,81,9,116,4.769230769,6.37037037,0
England,West Indies,3,170,111,10,173,2.666666667,9.189189189,1
Australia,England,1,31,59,8,74,4.327868852,3.152542373,1
Afghanistan,New Zealand,2,23,19,8,165,8.495049505,7.263157895,0
Sri Lanka,Pakistan,3,138,82,8,185,7.578947368,10.09756098,0
Afghanistan,England,2,65,78,9,154,12.85714286,5,1
West Indies,Sri Lanka,3,169,107,10,183,6.923076923,9.476635514,1
England,West Indies,2,117,94,10,150,7.846153846,7.468085106,0
Australia,Pakistan,1,146,117,10,147,4,7.487179487,1
New Zealand,India,3,151,103,9,172,7.764705882,8.796116505,1
New Zealand,Australia,1,121,98,9,140,5.454545455,7.408163265,0
Pakistan,England,2,44,22,6,170,7.775510204,12,0
India,West Indies,3,119,81,9,175,8.769230769,8.814814815,1
Afghanistan,Australia,2,93,62,7,163,7.344827586,9,0
Australia,India,2,128,84,8,169,7,9.142857143,1
India,England,2,101,72,8,162,7.75,8.416666667,1
Sri Lanka,Pakistan,2,58,29,6,150,6.131868132,12,0
Sri Lanka,Afghanistan,1,72,66,7,120,5.444444444,6.545454545,1
Pakistan,West Indies,3,93,58,9,171,7.64516129,9.620689655,0
India,Afghanistan,1,54,72,8,95,5.25,4.5,1
Sri Lanka,Pakistan,2,123,72,6,170,6,10.25,0
Sri Lanka,Afghanistan,2,54,44,6,164,8.763157895,7.363636364,1
Pakistan,Sri Lanka,1,109,105,10,134,10.4,6.228571429,0
Afghanistan,Sri Lanka,2,73,46,8,165,7.540540541,9.52173913,1
Pakistan,West Indies,1,42,51,9,130,7.739130435,4.941176471,1
New Zealand,Afghanistan,2,151,116,10,150,0,7.810344828,0
India,Pakistan,1,79,94,10,113,8.076923077,5.042553191,1
Australia,West Indies,1,65,52,9,147,7.323529412,7.5,1
India,England,1,61,33,5,142,5.655172414,11.09090909,1
England,West Indies,1,39,41,7,129,6.911392405,5.707317073,0
Australia,Sri Lanka,2,117,73,7,164,6.127659574,9.616438356,1
Afghanistan,Sri Lanka,2,73,28,4,170,6.391304348,15.64285714,0
New Zealand,Afghanistan,2,12,15,5,156,8.285714286,4.8,1
Afghanistan,India,2,93,71,9,165,8.93877551,7.85915493,1
Afghanistan,India,3,9,1,7,204,9.882352941,54,1
Pakistan,Afghanistan,1,69,72,8,114,5.75,5.75,1
West Indies,Sri Lanka,2,120,93,10,170,11.33333333,7.741935484,1
Afghanistan,Pakistan,3,170,111,9,175,4,9.189189189,1
England,West Indies,3,49,30,9,183,9,9.8,1
Australia,New Zealand,2,135,89,7,158,4.64516129,9.101123596,1
India,West Indies,2,145,100,10,159,4.5,8.7,1
India,England,2,125,86,9,170,8.117647059,8.720930233,1
Pakistan,England,3,171,85,9,222,8.914285714,12.07058824,0
England,Afghanistan,3,111,64,8,186,8.142857143,10.40625,1
West Indies,Australia,2,140,107,10,153,6.461538462,7.85046729,0
West Indies,Sri Lanka,3,174,110,10,183,6,9.490909091,1
West Indies,New Zealand,1,12,14,4,101,5.094339623,5.142857143,1
Sri Lanka,Pakistan,1,86,74,10,140,7.173913043,6.972972973,0
New Zealand,India,3,110,68,8,172,7.269230769,9.705882353,1
England,India,2,143,100,10,165,6.9,8.58,1
India,Sri Lanka,3,34,14,6,184,8.547169811,14.57142857,1
West Indies,New Zealand,1,111,99,9,144,9.714285714,6.727272727,1
Australia,Afghanistan,3,93,66,9,187,10.55555556,8.454545455,1
Afghanistan,Pakistan,1,95,81,9,146,8,7.037037037,1
Sri Lanka,West Indies,3,178,109,9,183,3.272727273,9.798165138,0
Afghanistan,West Indies,2,76,57,9,154,7.523809524,8,1
Pakistan,West Indies,2,130,80,8,163,5.1,9.75,0
Australia,India,1,32,28,8,141,7.173913043,6.857142857,1
West Indies,England,3,117,88,8,182,12.375,7.977272727,1
West Indies,New Zealand,1,115,106,10,131,7.285714286,6.509433962,1
Australia,New Zealand,3,147,85,9,211,11.14285714,10.37647059,0
New Zealand,Afghanistan,3,136,79,9,184,7.170731707,10.32911392,1
Sri Lanka,Pakistan,3,209,101,9,232,7.578947368,12.41584158,0
England,Sri Lanka,3,191,105,8,198,3.2,10.91428571,0
India,Sri Lanka,2,75,55,8,163,8.215384615,8.181818182,1
Sri Lanka,New Zealand,3,59,17,3,191,7.747572816,20.82352941,0
Sri Lanka,England,1,99,90,10,148,10,6.6,1
Australia,India,1,140,118,10,139,0,7.118644068,0
Pakistan,England,2,131,92,10,170,8.571428571,8.543478261,0
Australia,England,1,48,45,6,131,6.72,6.4,1
Sri Lanka,England,3,157,78,6,205,7,12.07692308,0
West Indies,Sri Lanka,3,101,59,6,174,7.278688525,10.27118644,1
Sri Lanka,Australia,3,131,100,10,172,12.6,7.86,1
England,Australia,3,155,99,8,183,8.285714286,9.393939394,0
New Zealand,Afghanistan,1,94,70,7,143,6,8.057142857,1
New Zealand,Sri Lanka,3,104,59,9,200,9.540983607,10.57627119,0
England,India,3,110,44,5,191,6.473684211,15,0
India,West Indies,1,44,16,3,140,5.596153846,16.5,0
New Zealand,Sri Lanka,1,6,9,6,124,6.432432432,4,1
Sri Lanka,New Zealand,3,170,113,10,177,6.857142857,9.026548673,0
Afghanistan,Australia,3,135,91,9,176,8.689655172,8.901098901,0
India,West Indies,1,45,19,4,140,5.702970297,14.21052632,0
Pakistan,Australia,2,108,76,9,160,7.227272727,8.526315789,0
England,Pakistan,3,2,5,4,179,9.286956522,2.4,1
Sri Lanka,Afghanistan,1,41,34,7,120,5.581395349,7.235294118,1
Afghanistan,England,3,40,12,4,186,8.166666667,20,0
West Indies,Afghanistan,3,204,108,9,223,10,11.33333333,0
New Zealand,India,3,21,24,8,191,10.6875,5.25,1
England,West Indies,2,66,55,8,154,8.215384615,7.2,1
Sri Lanka,New Zealand,2,66,38,5,162,7.097560976,10.42105263,0
Sri Lanka,England,3,45,21,7,213,10.24242424,12.85714286,0
Sri Lanka,Pakistan,3,190,110,9,198,5.4,10.36363636,0
England,Afghanistan,3,138,70,9,184,5.64,11.82857143,0
England,India,3,174,110,10,187,8.4,9.490909091,0
Afghanistan,England,2,33,22,3,157,7.653061224,9,0
Australia,Pakistan,1,67,57,10,145,7.523809524,7.052631579,1
Australia,India,3,185,113,9,187,2.571428571,9.82300885,0
New Zealand,Australia,2,23,33,10,156,9.24137931,4.181818182,1
Sri Lanka,Afghanistan,1,115,118,10,120,18,5.847457627,1
Afghanistan,Australia,2,135,92,8,168,7.285714286,8.804347826,0
England,India,2,127,90,8,157,6.2,8.466666667,0
Afghanistan,New Zealand,1,103,94,9,141,9,6.574468085,1
West Indies,Afghanistan,2,6,13,8,160,8.691588785,2.769230769,1
India,Sri Lanka,2,109,66,5,163,6.111111111,9.909090909,0
India,Australia,1,90,84,8,136,7.833333333,6.428571429,1
Sri Lanka,Australia,3,88,34,7,240,10.6744186,15.52941176,0
West Indies,India,1,68,41,8,148,6.151898734,9.951219512,0
Australia,Pakistan,1,126,102,10,147,7.333333333,7.411764706,1
New Zealand,Sri Lanka,3,35,12,5,190,8.666666667,17.5,0
Pakistan,Australia,2,135,107,10,165,14.30769231,7.570093458,1
Afghanistan,Pakistan,1,107,86,7,145,6.882352941,7.465116279,0
Pakistan,England,2,84,72,9,166,10.375,7,1
Pakistan,India,3,49,29,3,172,8.175824176,10.13793103,0
Afghanistan,India,3,108,47,6,209,8.383561644,13.78723404,0
New Zealand,Afghanistan,2,124,92,10,154,6.642857143,8.086956522,1
Sri Lanka,Pakistan,3,114,50,7,207,8.057142857,13.68,0
West Indies,New Zealand,2,50,29,6,152,6.791208791,10.34482759,0
New Zealand,England,3,79,35,5,190,7.905882353,13.54285714,1
India,Pakistan,1,11,44,10,113,8.131578947,1.5,1
Pakistan,West Indies,3,53,18,4,204,8.941176471,17.66666667,0
Sri Lanka,England,1,71,71,8,148,9.551020408,6,1
England,Australia,1,129,99,9,148,5.714285714,7.818181818,0
New Zealand,Sri Lanka,3,78,24,5,195,7.375,19.5,0
Sri Lanka,England,2,123,95,10,158,8.64,7.768421053,1
West Indies,Australia,3,34,30,6,184,10.06666667,6.8,1
Australia,England,2,151,100,8,165,4.5,9.06,0
India,Sri Lanka,2,73,51,8,163,7.913043478,8.588235294,1
Afghanistan,Sri Lanka,2,90,65,6,157,7.418181818,8.307692308,0
West Indies,India,3,186,116,10,187,3,9.620689655,0
West Indies,Pakistan,1,107,85,10,142,6.171428571,7.552941176,1
Pakistan,Australia,3,165,97,7,178,3.652173913,10.20618557,0
West Indies,Pakistan,1,14,17,8,142,7.514563107,4.941176471,1
New Zealand,Australia,3,141,96,9,188,12,8.8125,1
West Indies,Sri Lanka,2,53,43,8,157,8.181818182,7.395348837,0
Pakistan,England,3,202,107,10,222,9.692307692,11.3271028,0
West Indies,Afghanistan,3,77,16,3,223,8.480769231,28.875,0
Australia,Sri Lanka,2,45,25,6,164,7.578947368,10.8,1
West Indies,India,1,64,54,9,141,7.090909091,7.111111111,1
Australia,West Indies,1,80,66,7,119,4.444444444,7.272727273,1
England,New Zealand,3,115,27,2,197,5.35483871,25.55555556,0
India,Sri Lanka,3,164,101,10,184,6.631578947,9.742574257,1
Australia,India,1,91,84,10,141,8.5,6.5,1
Pakistan,England,2,155,101,10,170,5.052631579,9.207920792,0
India,Afghanistan,3,174,103,10,190,6,10.13592233,0
India,Afghanistan,3,173,110,9,186,8.4,9.436363636,0
Australia,India,2,61,37,6,164,7.518072289,9.891891892,0
West Indies,India,1,121,82,8,148,4.421052632,8.853658537,0
New Zealand,Sri Lanka,1,32,5,3,139,5.634782609,38.4,0
West Indies,Afghanistan,3,60,29,5,186,8.373626374,12.4137931,0
West Indies,Afghanistan,3,182,95,7,223,10.08,11.49473684,0
Australia,Sri Lanka,3,124,80,7,226,15.45,9.3,0
